id	name	alias	fl
11200-1	(Joseph Marie) Philippe (Lévêque) de Vilmorin	(Joseph Marie) Philippe (Lévêque) de Vilmorin|(Joseph Marie) Philippe (Lévêque) de Vilmorin|(Joseph Marie) Philippe Lévêque de Vilmorin	1872-1917
11201-1	(Pierre) Louis (François)( Lévêque) de Vilmorin	(Pierre) Louis (François)( Lévêque) de Vilmorin|Louis Lévêque de Vilmorin|(Pierre) Louis (François) de Vilmorin	1816-1860
11202-1	(Pierre Philippe) André (Lévêque) de Vilmorin	(Pierre Philippe) André (Lévêque) de Vilmorin|(Pierre Philippe) André (Lévêque) de Vilmorin|(Pierre Philippe) André Lévêque de Vilmorin	1776-1862
11203-1	Roger (Marie Vincent Philippe)( Lévêque) de Vilmorin	Roger (Marie Vincent Philippe)( Lévêque) de Vilmorin|Roger Philippe Vincent de Vilmorin|Roger (Marie Vincent Philippe) Lévêque de Vilmorin	1905-1980
11204-1	Syemann Vilmos	Syemann Vilmos	fl. 1909
11205-1	Harry Nelson Vinall	Harry Nelson Vinall	1880-1937
11207-1	Jacques Vindt	Jacques Vindt	1915-1993
11208-1	Sydney Howard Vines	Sydney Howard Vines	1849-1934
11209-1	Willem(Willen) Vink	Willem(Willen) Vink	1931-
11211-1	Vera Mikhaylovna Vinogradova	Vera Mikhaylovna Vinogradova|Vera Mihailovna Vinogradova	1937-2008
11212-1	Pavel Borisovich Vipper	Pavel Borisovich Vipper	1920-
11213-1	Louis Viret	Louis Viret	1875-1928
11214-1	Jules-Joseph Virey	Jules-Joseph Virey	1775-1846
11215-1	Robert Virot	Robert Virot	1915-2002
11216-1	Wilhelm Vischer	Wilhelm Vischer	1890-1960
11217-1	Stephen Sargent Visher	Stephen Sargent Visher	1887-1967
11218-1	Roberto de Visiani	Roberto de Visiani|Roberto de Visiani	1800-1878
11219-1	Joanna Vitasey	Joanna Vitasey	
11221-1	Fulgenzio Vitman	Fulgenzio Vitman	1728-1806
11223-1	Nelly Vittet	Nelly Vittet	fl. 1954
11224-1	Jean Vivant	Jean Vivant	1923-2010
11225-1	Krishnaswamy Vivekananthan	Krishnaswamy Vivekananthan	1938-2018
11226-1	José C. Vives	José C. Vives	1931-
11228-1	Aimé Vlémincq	Aimé Vlémincq	fl. 1937
11229-1	Dirk Jan van Vliet	Dirk Jan van Vliet|Dirk Jan van Vliet	1924-
11230-1	Adolf Vocke	Adolf Vocke	1821-1901
11231-1	Hermann Vöchting	Hermann Vöchting	1847-1917
11232-1	Alfred Voeltzkow	Alfred Voeltzkow	1860-1946
11233-1	Benedict Christian Vogel	Benedict Christian Vogel	1745-1825
11235-1	(Julius Rudolph) Theodor Vogel	(Julius Rudolph) Theodor Vogel	1812-1841
11236-1	Rudolph Augustin Vogel	Rudolph Augustin Vogel	1724-1775
11237-1	Albert Vogelsberger	Albert Vogelsberger	fl. 1893
11238-1	Volker Voggenreiter	Volker Voggenreiter	1941-2002
11239-1	Balthasar Vogl	Balthasar Vogl	fl. 1888
11240-1	Johann Andreas Vogler	Johann Andreas Vogler	fl. 1781
11241-1	Johann Philipp Vogler	Johann Philipp Vogler	1746-1816
11242-1	Paul Vogler	Paul Vogler	1875-
11244-1	Albert Voigt	Albert Voigt	1858-
11245-1	W.E.Alwin Voigt	W.E.Alwin Voigt	1852-c.1927
11246-1	Joachim (Johann) Otto Voigt	Joachim (Johann) Otto Voigt	1798-1843
11247-1	Johann Gottlob Wilhelm Voit	Johann Gottlob Wilhelm Voit	1787-1813
11249-1	D.K. Volgunov	D.K. Volgunov	fl. 1940
11250-1	Dimitrios T. Voliotis	Dimitrios T. Voliotis	1933-
11251-1	Otto Heinrich Volk	Otto Heinrich Volk	1903-2000
11253-1	Georg Ludwig August Volkens	Georg Ludwig August Volkens	1855-1917
11254-1	E.V. Volkova	E.V. Volkova	1910-
11255-1	Otto Voll	Otto Voll	    -1959
11256-1	Kaj Børge Vollesen	Kaj Børge Vollesen	1946-
11257-1	Franz Vollmann	Franz Vollmann	1858-1917
11258-1	Albert Michael Vollmer	Albert Michael Vollmer	1896-1977
11259-1	H. Vollrath	H. Vollrath	fl. 1967
11260-1	Roland von Bothmer	Roland von Bothmer	1943-
11261-1	George Voorhelm	George Voorhelm	1711~2-1787
11262-1	A.G. Voorhoeve	A.G. Voorhoeve	1934-
11263-1	Jaromír Vorel	Jaromír Vorel	fl. 1973
11264-1	D.P. Vorobiev	D.P. Vorobiev|D.P. Vorobev	1906-1984
11265-1	Vladimir Nikolaevich Voroschilov	Vladimir Nikolaevich Voroschilov|Vladimir N. Voroshilov|Wladimir N. Woroschilov	1908-1999
11267-1	Andreas Voss	Andreas Voss	1857-1924
11268-1	Edward Groesbeck Voss	Edward Groesbeck Voss	1929-2012
11269-1	John William Voss	John William Voss	1907-
11272-1	Vale(Valentin) Vouk	Vale(Valentin) Vouk	1886-1962
11273-1	Hugo de Vries	Hugo de Vries|Hugo de Vries	1848-1935
11274-1	Willem Hendrik de Vriese	Willem Hendrik de Vriese|Willem Hendrik de Vriese	1806-1862
11275-1	D.L. Vrishcz	D.L. Vrishcz	1939-
11276-1	Gerardus(Gerard) Vrolik	Gerardus(Gerard) Vrolik	1775-1859
11277-1	Jacobus Vuijk	Jacobus Vuijk	1910-
11278-1	Beryl Britnall Vuilleumier	Beryl Britnall Vuilleumier|Beryl Britnall Simpson	1942-
11279-1	E. Vukićević	E. Vukićević	fl. 1972
11280-1	S. Vulev	S. Vulev	1910-
11281-1	Laurens Vuyck	Laurens Vuyck	1862-1931
11282-1	Aleksei Ivanovich Vvedensky	Aleksei Ivanovich Vvedensky|Aleksei Ivanovich Vvedenskii	1898-1972
11283-1	I.B. Vysokoostrovskaja	I.B. Vysokoostrovskaja	fl. 1950
11284-1	Evert Jacob van Wachendorff	Evert Jacob van Wachendorff|Evert Jacob van Wachendorff	1702-1758
11285-1	Willem Hendrik Wachter	Willem Hendrik Wachter	1882-1946
11286-1	Hermann Wacker	Hermann Wacker	1829 -1899
11287-1	Koichiro Wada	Koichiro Wada	1911-1981
11288-1	Coslett Herbert Waddell	Coslett Herbert Waddell	1858-1919
11289-1	Arthur Edwin Wade	Arthur Edwin Wade	1895-1989
11290-1	Walter Wade	Walter Wade	1760-1825
11291-1	Brij Mohan Wadhwa	Brij Mohan Wadhwa	1933-2009
11292-1	Samuel Christensen Wadmond	Samuel Christensen Wadmond	1871-
11293-1	Wilhelm Wächter	Wilhelm Wächter	1870-1928
11294-1	August Ja. Waga	August Ja. Waga	1893-1960
11296-1	Philipp Christian Wagener	Philipp Christian Wagener	fl. 1798
11297-1	Gerhard Wagenitz	Gerhard Wagenitz|Gerhard Werner Friedrich Wagenitz	1927-2017
11298-1	Burdette Lewis Wagenknecht	Burdette Lewis Wagenknecht	1925-
11299-1	Rodolfo Wagenknecht	Rodolfo Wagenknecht	fl. 1955
11300-1	Horace Athelstan Wager	Horace Athelstan Wager	1876-1951
11301-1	Vincent Athelstan Wager	Vincent Athelstan Wager	1904-
11302-1	Arthur Charles Waghorne	Arthur Charles Waghorne	1851-1900
11303-1	Adolf Wagner	Adolf Wagner	1869-1940
11304-1	D. Wagner	D. Wagner	1800-
11305-1	Edward Wagner	Edward Wagner	1864-
11306-1	Moritz Friedrich Wagner	Moritz Friedrich Wagner	1813-1887
11307-1	Paul Raymond Wagner	Paul Raymond Wagner	1910-
11308-1	Rudolf Wagner	Rudolf Wagner	1872-
11309-1	Rudolf Eduard Wagner	Rudolf Eduard Wagner	1842-1913
11310-1	Warren Herbert Wagner	Warren Herbert Wagner	1920-2000
11311-1	Harvey Keith Wagnon	Harvey Keith Wagnon	1916-
11312-1	Carl Georg von Wahl	Carl Georg von Wahl	1869-
11313-1	Herbert Alexander Wahl	Herbert Alexander Wahl	1900-1975
11314-1	Pehr Fredrik Wahlberg	Pehr Fredrik Wahlberg	1800-1877
11315-1	J. Wahlberg	J. Wahlberg	1810-1856
11316-1	Johan Gustav Wahlbom	Johan Gustav Wahlbom	1724-1808
11317-1	Lars Johan Wahlstedt	Lars Johan Wahlstedt	1836-1917
11318-1	Johan Erik Wahlström	Johan Erik Wahlström	1821-1892
11319-1	Anton Waisbecker	Anton Waisbecker	1835-1916
11320-1	 Waisel	 Waisel	
11322-1	Michio Wakabayashi	Michio Wakabayashi	1942-
11323-1	Elsie Maud Wakefield	Elsie Maud Wakefield	1886-1972
11324-1	Norman Arthur Wakefield	Norman Arthur Wakefield	1918-1972
11326-1	Charles Doolittle Walcott	Charles Doolittle Walcott	1850-1927
11327-1	John Walcott	John Walcott	1754-1831
11328-1	Mary Vaux Walcott	Mary Vaux Walcott	1860-1940
11329-1	Ilse Waldenburg	Ilse Waldenburg	1908-
11330-1	Heinrich Waldner	Heinrich Waldner	fl. 1880
11332-1	J. Waldschmidt	J. Waldschmidt	fl. 1865
11333-1	Royden Samuel Wale	Royden Samuel Wale	1906-1952
11334-1	Marion Meason Walgate	Marion Meason Walgate	1914-
11335-1	Egbert Hamilton Walker	Egbert Hamilton Walker	1899-1991
11336-1	F.S. Walker	F.S. Walker	1924-
11337-1	James Willard Walker	James Willard Walker	1943-
11338-1	John Walker	John Walker	1731-1803~4
11339-1	Richard Walker	Richard Walker	1791-1870
11340-1	Stanley Walker	Stanley Walker	1924-1985
11341-1	Trevor George Walker	Trevor George Walker	1927-2006
11342-1	Arnold Wall	Arnold Wall	1869-1966
11343-1	George Wall	George Wall	1821-1894
11344-1	Wilhelm August Wall	Wilhelm August Wall	1813-1861
11345-1	Alexander Wallace	Alexander Wallace	1829-1899
11346-1	Alfred Russel Wallace	Alfred Russel Wallace	1823-1913
11347-1	Floyd R. Waller	Floyd R. Waller	
11348-1	Johan Gottschalk Wallerius	Johan Gottschalk Wallerius	1709-1785
11350-1	Gustav Wallis	Gustav Wallis	1830-1878
11351-1	John Wallis	John Wallis	1714-1793
11352-1	Johan Haquin Wallman	Johan Haquin Wallman	1792-1853
11353-1	Anton Wallnöfer	Anton Wallnöfer	fl. 1888
11354-1	Carl (Karl) Friedrich Wilhelm Wallroth	Carl (Karl) Friedrich Wilhelm Wallroth	1792-1857
11355-1	Wilhelm Gerhard Walpers	Wilhelm Gerhard Walpers	1816-1853
11356-1	H. Walpert	H. Walpert	fl. 1852-1855
11357-1	Branson Alva Walpole	Branson Alva Walpole	1890-1952
11358-1	R. Walpole	R. Walpole	
11359-1	Robert Walsh	Robert Walsh	1772-1852
11360-1	M.E. Walsh-Held	M.E. Walsh-Held	1881-1973
11362-1	Émile Walter	Émile Walter	1873-1953
11364-1	Hans Paul Heinrich Walter	Hans Paul Heinrich Walter	1882-
11365-1	Heinrich Henry Fraser Walter	Heinrich Henry Fraser Walter	1822-1893
11366-1	Johan Ernst Christian Walter	Johan Ernst Christian Walter	1799-1860
11367-1	Thomas Walter	Thomas Walter	1740-1789
11368-1	Stuart Max Walters	Stuart Max Walters	1920-2005
11369-1	Alexander Wilhelm Hannibal Franz Walther	Alexander Wilhelm Hannibal Franz Walther	1813-1890
11370-1	Augustin Friedrich Walther	Augustin Friedrich Walther	1688-1746
11371-1	Eric Walther	Eric Walther|Edward Eric Walther	1892-1959
11372-1	Friedrich Ludwig Walther	Friedrich Ludwig Walther	1759-1824
11373-1	Kurt Herbert Walther	Kurt Herbert Walther	1910-
11374-1	D.W.H. Walton	D.W.H. Walton	1945-
11375-1	Elijah Walton	Elijah Walton	1832-1880
11376-1	Frederick Arthur Walton	Frederick Arthur Walton	1853-1922
11377-1	John Walton	John Walton	1895-1971
11378-1	Lee Baker Walton	Lee Baker Walton	1871-1937
11379-1	Jacob Jacoblevič Walz	Jacob Jacoblevič Walz	1840-1904
11380-1	Lajos (Ludwig) Walz	Lajos (Ludwig) Walz	1845-1914
11382-1	Chen Hwa Wang	Chen Hwa Wang	1908-
11383-1	Chi Wu Wang	Chi Wu Wang	1913-1987
11384-1	Chung Hsin Wang	Chung Hsin Wang	1923-
11385-1	Fa Tsuan Wang	Fa Tsuan Wang	1899-1985
11386-1	Jen Li Wang	Jen Li Wang	fl. 1967
11387-1	Ming Chin (Jin) Wang	Ming Chin (Jin) Wang	fl. 1954
11388-1	Ting Fen Wang	Ting Fen Wang	fl. 1965
11389-1	Tsung Hsuin Wang	Tsung Hsuin Wang	
11390-1	Tso Pin Wang	Tso Pin Wang	1904-
11391-1	Wei Wang	Wei Wang|Wei Wang-Wei	1912-1991
11392-1	Wen Tsai Wang	Wen Tsai Wang|Wen Cai Wang	1926-
11393-1	Zhan Wang	Zhan Wang|Than Wang|Tsang Wang|Chang Wang|Chan Wang	1911-2000
11394-1	Friedrich Adam Julius von Wangenheim	Friedrich Adam Julius von Wangenheim	1749-1800
11395-1	Walther (Leonhard) Wangerin	Walther (Leonhard) Wangerin	1884-1938
11396-1	Iwan Wasiljewitsch Wankow	Iwan Wasiljewitsch Wankow	fl. 1928
11397-1	Frank Burkett Wann	Frank Burkett Wann	1892-1954
11398-1	Stefan J. Wanner	Stefan J. Wanner	fl. 1885
11399-1	Hans-Erik Wanntorp	Hans-Erik Wanntorp	1940-
11400-1	Edmund Frederic Warburg	Edmund Frederic Warburg	1908-1966
11401-1	Oscar Emanuel Warburg	Oscar Emanuel Warburg	1876-1937
11402-1	Otto Warburg	Otto Warburg	1859-1938
11403-1	Daniel Bertram Ward	Daniel Bertram Ward	1928-2016
11404-1	George Henry Ward	George Henry Ward	1916-2003
11405-1	Harry Marshall Ward	Harry Marshall Ward	1854-1906
11406-1	Lester Frank Ward	Lester Frank Ward	1841-1913
11407-1	Nathaniel Bagshaw Ward	Nathaniel Bagshaw Ward	1791-1868
11408-1	John Aston Warder	John Aston Warder	1812-1883
11409-1	William Melville Ware	William Melville Ware	fl. 1925
11410-1	Stewart Ware	Stewart Ware	fl. 1967
11411-1	Johannes Eugen(ius) Bülow Warming	Johannes Eugen(ius) Bülow Warming	1841-1924
11412-1	Richard Warner	Richard Warner	1711~13?-1775
11413-1	Robert Warner	Robert Warner	c.1815-1896
11414-1	Barton Holland Warnock	Barton Holland Warnock	1911-1998
11415-1	Fred Adelbert Warren	Fred Adelbert Warren	1902-1951
11416-1	John Byrne Leicester Warren	John Byrne Leicester Warren	1835-1895
11417-1	Josef Ritter von Rawicz Warszewicz	Josef Ritter von Rawicz Warszewicz|Joseph von Warscewicz	1812-1866
11418-1	Friedrich Bernhard Wartmann	Friedrich Bernhard Wartmann	1830-1902
11419-1	Jakob Wartmann	Jakob Wartmann	1803-1873
11420-1	Jacob Wasscher	Jacob Wasscher	1911-1966
11421-1	Dieter Carl Wasshausen	Dieter Carl Wasshausen	1938-
11422-1	V.F. Vassiljev	V.F. Vassiljev|V.F. Wassiliew|V.F. Wassilijew|V.F. Wassillijew	
11423-1	Ludwig Wassner	Ludwig Wassner	1861-1929
11424-1	Franz Wastler	Franz Wastler	1837-1936
11425-1	Kiyohiko Watanabe	Kiyohiko Watanabe	1900-
11426-1	Sadamoto Watanabe	Sadamoto Watanabe	1934-
11428-1	Umaldy Theodore Waterfall	Umaldy Theodore Waterfall	1910-1971
11429-1	Benjamin Waterhouse	Benjamin Waterhouse	1754-1846
11430-1	P.G. Waterman	P.G. Waterman	fl. 1975
11431-1	Campbell Easter Waters	Campbell Easter Waters	1872-1955
11432-1	Elba Emanuel Watson	Elba Emanuel Watson	1871-1936
11433-1	Hewett Cottrell Watson	Hewett Cottrell Watson	1804-1881
11434-1	John Forbes Watson	John Forbes Watson	1827-1892
11435-1	Leslie Watson	Leslie Watson	1938-
11436-1	Peter William Watson	Peter William Watson	1761-1830
11437-1	Sereno Watson	Sereno Watson	1826-1892
11438-1	Walter Watson	Walter Watson	1872-1960
11439-1	William Watson	William Watson|W. W.	1858-1925
11440-1	William Charles Richard Watson	William Charles Richard Watson	1885-1954
11441-1	David Allan Poe Watt	David Allan Poe Watt	1830-1917
11442-1	George Watt	George Watt	1851-1930
11443-1	John Mitchell Watt	John Mitchell Watt	1892-1980
11444-1	William Walter Watts	William Walter Watts	1856-1920
11445-1	Bruno Watzl	Bruno Watzl	1886-1945
11446-1	Frank Albert Waugh	Frank Albert Waugh	1869-1947
11447-1	Heinrich Wawra	Heinrich Wawra|Heinrich Wawra von Fernsee|Heinrich Wawra Ritter von Fernsee	1831-1887
11448-1	Sylvanus Wear	Sylvanus Wear	1858-1920
11449-1	Charles Alfred Weatherby	Charles Alfred Weatherby	1875-1949
11450-1	John Weathers	John Weathers	1867-1928
11451-1	Paul Weatherwax	Paul Weatherwax	1888-1976
11452-1	Richard E. Weaver	Richard E. Weaver	1943-
11453-1	David Allardice Webb	David Allardice Webb	1912-1994
11454-1	Philip Barker Webb	Philip Barker Webb	1793-1854
11455-1	Robert Holden Webb	Robert Holden Webb	1805-1880
11456-1	Herbert John Webber	Herbert John Webber	1865-1946
11457-1	John Milton Webber	John Milton Webber	1897-
11458-1	A.Alois Weber	A.Alois Weber	
11459-1	Carl Albert Weber	Carl Albert Weber	1856-1931
11460-1	Daniel Weber	Daniel Weber	fl. 1973
11461-1	Ferdinand Weber	Ferdinand Weber	1903-1978
11462-1	Frédéric Albert Constantin Weber	Frédéric Albert Constantin Weber|Albert Weber	1830-1903
11463-1	Friedrich Weber	Friedrich Weber	1781-1823
11464-1	F.E. Weber	F.E. Weber	
11465-1	George Heinrich Weber	George Heinrich Weber	1752-1828
11466-1	Hans Weber	Hans Weber	1911-2006
11467-1	Heinrich E. Weber	Heinrich E. Weber	1932-
11469-1	Jean-Germaine Claude Weber	Jean-Germaine Claude Weber	1922-
11470-1	Joseph Carl(Karl) Weber	Joseph Carl(Karl) Weber	1801-1875
11471-1	William Alfred Weber	William Alfred Weber	1918-
11472-1	W.W. Weber	W.W. Weber	    -1823
11473-1	August Weberbauer	August Weberbauer	1871-1948
11474-1	Otto Weberbauer	Otto Weberbauer	1846-1881
11475-1	Focko H.E. Weberling	Focko H.E. Weberling	1926-2009
11476-1	Anna Antoinette Weber-van Bosse	Anna Antoinette Weber-van Bosse|Anna Antoinette Weber Bosse|Anna Antoinette Weber	1852-1942
11477-1	Karel Mirko Webr	Karel Mirko Webr	fl. 1974
11478-1	Angus Duncan Webster	Angus Duncan Webster	fl. 1886-1920
11479-1	Grady Linder Webster	Grady Linder Webster	1927-2005
11480-1	Hugh Algernon Weddell	Hugh Algernon Weddell	1819-1877
11481-1	Gustav Weeber	Gustav Weeber	1857-1943
11482-1	Clarence Moores Weed	Clarence Moores Weed	1864-1943
11483-1	Josef Karl Weese	Josef Karl Weese	1888-1962
11484-1	Theodorus Weevers	Theodorus Weevers	1875-1952
11485-1	Heinrich Wegelin	Heinrich Wegelin	1853-1940
11486-1	Cornelis Wehlburg	Cornelis Wehlburg	1903-
11487-1	Lewis Edgar Wehmeyer	Lewis Edgar Wehmeyer	1897-1971
11488-1	Herbert Fuller Wehrhahn	Herbert Fuller Wehrhahn	1879-
11489-1	Heinrich Rudolf Wehrhahn	Heinrich Rudolf Wehrhahn	1887-1940
11490-1	Wilhelm Wehrhahn	Wilhelm Wehrhahn	1857-1926
11492-1	Chao Fen Wei	Chao Fen Wei|Zhao Fen Wei	1934-
11493-1	Raymond Weibel	Raymond Weibel	1905-1992
11494-1	Heinz Weide	Heinz Weide	1933-
11495-1	Antonín Weidmann	Antonín Weidmann	1850-1915
11496-1	Christian Ehrenfried (von) Weigel	Christian Ehrenfried (von) Weigel	1748-1831
11497-1	Johann Adam Valentin Weigel	Johann Adam Valentin Weigel	1740-1806
11498-1	Christoph Weigelt	Christoph Weigelt	    -1828
11500-1	Carl Ernst August Weihe	Carl Ernst August Weihe	1779-1834
11501-1	J.H. Weiler	J.H. Weiler	fl. 1962
11502-1	Jean Weill	Jean Weill	
11503-1	A. Weiller	A. Weiller	
11504-1	Marc Weiller	Marc Weiller	1880-1945
11505-1	Karl Gunnar Henning Weimarck	Karl Gunnar Henning Weimarck	1936-
11506-1	August Henning Weimarck	August Henning Weimarck	1903-1980
11507-1	Kurt Wein	Kurt Wein	1883-1968
11508-1	F. Weinberg	F. Weinberg	
11509-1	Erich Weinert	Erich Weinert	1931-
11510-1	Wilhelm Weingart	Wilhelm Weingart	1856-1936
11511-1	Max Weinhart	Max Weinhart	1824-1905
11512-1	Johann Anton Weinmann	Johann Anton Weinmann	1782-1858
11513-1	Johann Georg Weinmann	Johann Georg Weinmann	fl. 1764-1769
11514-1	Johann Wilhelm Weinmann	Johann Wilhelm Weinmann	1683-1741
11515-1	D. Weintroub	D. Weintroub	
11516-1	James Robert Weir	James Robert Weir	1882-1943
11517-1	Friedrich Wilhelm Weiss	Friedrich Wilhelm Weiss|Friedrich Wilhelm Weis|Fridericus Guilielmus Weiss	1744-1826
11518-1	Ludwig Weis	Ludwig Weis	
11519-1	Johann Gottlob Christoph Weise	Johann Gottlob Christoph Weise	1762-1840
11520-1	August Weismann	August Weismann	1834-1914
11521-1	Emanuel Weiss	Emanuel Weiss	1837-1870
11522-1	Frederick Ernest Weiss	Frederick Ernest Weiss	1865-1953
11524-1	Heinrich Weiss	Heinrich Weiss	    -1912
11525-1	Johann Evangelista Weiss	Johann Evangelista Weiss	1850-1918
11526-1	Fania Weissmann- Kollmann	Fania Weissmann- Kollmann|Fania Weissmann-Kollmann	1916-
11528-1	Wilhelm Rudolf Weitenweber	Wilhelm Rudolf Weitenweber	1804-1870
11530-1	Winona Hazel Welch	Winona Hazel Welch	1896-1990
11531-1	Franz Ludwig von Welden	Franz Ludwig von Welden	1782-1853
11532-1	Eduardo Weldt	Eduardo Weldt	fl. 1970
11533-1	Johann Jacob von Well	Johann Jacob von Well	1725-1787
11534-1	Christian Friedrich von Welling	Christian Friedrich von Welling	fl. 1791
11535-1	Bertram Whittier Wells	Bertram Whittier Wells	1884-1978
11536-1	James Ray Wells	James Ray Wells	1932-
11537-1	Philip Vincent Wells	Philip Vincent Wells	1928-2004
11538-1	Theodore W. Wells	Theodore W. Wells	fl. 1970
11539-1	Stanley Larson Welsh	Stanley Larson Welsh	1928-
11540-1	Friedrich Martin Josef Welwitsch	Friedrich Martin Josef Welwitsch	1806-1872
11541-1	Don Kimberley Wemple	Don Kimberley Wemple	1929-
11542-1	Gustav Wendelberger	Gustav Wendelberger	1915-2008
11543-1	Per Erland Berg Wendelbo	Per Erland Berg Wendelbo	1927-1981
11544-1	Georg Wilhelm Franz Wenderoth	Georg Wilhelm Franz Wenderoth	1774-1861
11545-1	Ernst Wendisch	Ernst Wendisch	fl. 1892-1905
11546-1	Hermann Wendland	Hermann Wendland|"H.A." Wendland	1825-1903
11547-1	Heinrich Ludolph Wendland	Heinrich Ludolph Wendland	1792-1869
11548-1	Johann Christoph Wendland	Johann Christoph Wendland	1755-1828
11549-1	Albert Wendt	Albert Wendt	1887-1958
11550-1	Georg Friedrich Carl Wendt	Georg Friedrich Carl Wendt	fl. 1804
11551-1	Johann Christian Wilhelm Wendt	Johann Christian Wilhelm Wendt	1778-1838
11553-1	Hermann Lorenz Weniger	Hermann Lorenz Weniger	fl. 1819
11554-1	Friedrich August Ferdinand Christian Went	Friedrich August Ferdinand Christian Went	1863-1935
11555-1	Frits Warmolt Went	Frits Warmolt Went	1903-1990
11556-1	J.C. Went	J.C. Went	
11557-1	William Alan Wentz	William Alan Wentz	1946-
11558-1	Franz Wenzlaff	Franz Wenzlaff	1810-
11559-1	Karl(Carl) Wercklé	Karl(Carl) Wercklé	1860-1924
11560-1	Erich Werdermann	Erich Werdermann	1892-1959
11561-1	Ludwig Friedrich Franz von Werneck	Ludwig Friedrich Franz von Werneck	fl. 1791
11562-1	Franz Wernekinck	Franz Wernekinck	1764-1839
11563-1	Alexander Werner	Alexander Werner	
11564-1	Klaus Werner	Klaus Werner	1928-2013
11565-1	Roger-Guy Werner	Roger-Guy Werner	1901-1977
11566-1	Herbert Fuller Wernham	Herbert Fuller Wernham	1879-1941
11567-1	Johann Jacob(Jakob) Wernischeck	Johann Jacob(Jakob) Wernischeck	1743-1804
11568-1	Emil Albert Karl August Werth	Emil Albert Karl August Werth	1869-1961
11569-1	Carl Jørgen Wesenburg-Lund	Carl Jørgen Wesenburg-Lund	1867-1955
11570-1	Alfred Wesmael	Alfred Wesmael	1832-1905
11572-1	Otto Wessel	Otto Wessel	fl. 1874
11573-1	Irmtraut Wessely	Irmtraut Wessely	fl. 1960
11574-1	Carl Johan Wessén	Carl Johan Wessén	1812-1843
11575-1	Wilhelm ('Willi') Wessner	Wilhelm ('Willi') Wessner	1904-1983
11576-1	Cyril West	Cyril West	1887-1986
11577-1	George Stephen West	George Stephen West	1876-1919
11578-1	Hans West	Hans West	1758-1811
11579-1	Tuffen West	Tuffen West	1823-1891
11580-1	William West	William West	1848-1914
11581-1	E.H.V. Westberg	E.H.V. Westberg	
11582-1	G.F. Westberg	G.F. Westberg	1872-
11583-1	Frederic Westcott	Frederic Westcott	    -1861
11584-1	Gérard Daniel Westendorp	Gérard Daniel Westendorp	1813-1869
11585-1	Johanna Westerdijk	Johanna Westerdijk	1883-1961
11586-1	Rembertus Westerhoff	Rembertus Westerhoff	1801-1874
11587-1	Carl Agardh Westerlund	Carl Agardh Westerlund	1831-1908
11588-1	Carl Gustaf Westerlund	Carl Gustaf Westerlund	1864-1914
11589-1	Maximilian Westermaier	Maximilian Westermaier	1852-1903
11590-1	Diedrich Hermann Westermann	Diedrich Hermann Westermann	1875-1956
11591-1	Friedrich(Fritz) Westhoff	Friedrich(Fritz) Westhoff	1867-1896
11592-1	Richard Weston	Richard Weston	1733-1806
11593-1	William Henry Weston	William Henry Weston	1890-1978
11594-1	E. Westphal	E. Westphal	
11595-1	Lübbert Ybele Theodoor Westra	Lübbert Ybele Theodoor Westra	1932-
11596-1	Johan Peter Westring	Johan Peter Westring	1753-1833
11597-1	Richard Wettstein	Richard Wettstein|Richard von Wettstein von Westersheim	1863-1931
11598-1	Carl Friedrich Weyl	Carl Friedrich Weyl	1792-1872
